gisjoin,year,state,county,population,area,hispanic,nativity_foreign_born,nativity_native,households,income_10k_to_15k,income_15k_to_25k,income_25k_plus,income_less_than_10k,labor_16_plus_in_force,labor_16_plus_employed,labor_16_plus_unemployed,labor_16_plus_armed_forces,labor_16_plus_not_in_force,median_household_income,per_capita_income,poverty,white_total,black_total,asian_total,aian_total,nhpi_total,other_total,multi_total,male_age_low_edu_low,female_age_low_edu_low,male_age_low_edu_mid,female_age_low_edu_mid,male_age_low_edu_high,female_age_low_edu_high,male_age_low_edu_very_high,female_age_low_edu_very_high,male_age_mid_edu_low,female_age_mid_edu_low,male_age_mid_edu_mid,female_age_mid_edu_mid,male_age_mid_edu_high,female_age_mid_edu_high,male_age_mid_edu_very_high,female_age_mid_edu_very_high,male_age_high_edu_low,female_age_high_edu_low,male_age_high_edu_mid,female_age_high_edu_mid,male_age_high_edu_high,female_age_high_edu_high,male_age_high_edu_very_high,female_age_high_edu_very_high,marital_divorced,marital_single,marital_married,marital_separated,marital_widowed,democrat_voter,republican_voter,other_voter,non_voter
G4100110,2020,OREGON,Coos County,64908,1806.348,4618,2492,62416,28075,1398,3228,22005,1444,27698,25960,1595,143,26823,57563,33572,10275,56258,329,769,1402,30,1091,5029,323,261,790,1193,273,538,77,87,595,666,2300,2595,854,807,602,788,876,565,2205,2930,1171,1614,888,794,8983,14525,26702,675,4300,14243,21829,1003,27833
G4100130,2020,OREGON,Crook County,24987,2987.025,2005,756,24231,10291,338,561,9170,222,11781,11300,481,0,8803,74969,38484,1965,22504,79,89,321,0,463,1531,56,12,374,404,61,200,51,43,561,278,787,872,517,544,129,287,182,282,780,836,436,316,301,207,3158,4005,11828,606,1226,3801,11287,360,9539
G4100150,2020,OREGON,Curry County,23404,1989.229,1825,1363,22041,11148,420,1425,8984,319,9527,8833,688,6,10899,64300,38214,2886,20541,88,188,311,0,262,2014,166,101,365,336,121,156,57,141,217,199,1003,1070,251,536,330,296,205,156,1267,1683,682,708,451,339,3610,3402,12235,193,1080,6058,8484,383,8479
G4100170,2020,OREGON,Deschutes County,199352,3054.17,16887,9862,189490,81481,1653,4394,71895,3539,104219,98636,5408,175,60716,82042,46765,18052,178997,830,2339,1450,195,4521,11020,464,394,3554,2628,3857,4261,1098,1893,1096,733,6666,6461,5347,6706,3777,4291,763,526,4691,5907,4821,4453,4423,2891,22072,44073,92558,1571,7402,65962,55646,3626,74118
G4100190,2020,OREGON,Douglas County,111322,5132.934,7025,2962,108360,46242,2311,4937,36911,2083,46545,43613,2839,93,46073,56440,31241,16359,98769,287,1110,1214,28,1608,8306,498,252,1611,1818,539,903,92,325,937,711,4144,5221,1290,1609,1016,1001,927,957,4193,4576,2009,1710,1081,889,13120,23413,48312,1835,7085,19160,43298,1891,46973
G4100210,2020,OREGON,Gilliam County,1983,1222.83,166,70,1913,862,67,92,648,55,856,802,54,0,797,58409,34042,251,1705,0,15,27,0,22,214,16,0,52,13,10,0,0,0,0,19,112,78,57,41,6,14,25,31,66,85,64,43,25,3,269,446,757,23,175,324,834,20,805
G4100230,2020,OREGON,Grant County,7237,4528.502,312,171,7066,3368,260,309,2660,139,3180,2943,237,0,2972,56045,33409,1164,6510,8,54,57,21,85,502,52,26,93,142,29,77,12,24,102,98,263,297,60,62,32,46,38,87,416,262,146,180,135,20,790,1256,3543,55,598,929,3545,122,2641
G4100250,2020,OREGON,Harney County,7496,10227.661,409,183,7313,3102,156,303,2479,164,3324,3145,179,0,2830,45462,26910,890,6620,23,0,71,14,14,754,11,3,153,85,4,12,0,32,31,130,272,269,31,54,42,52,21,76,204,190,40,131,52,77,737,1419,3451,122,507,894,3475,112,3015
G4100270,2020,OREGON,Hood River County,23965,533.299,7391,3679,20286,9039,295,422,8100,222,13312,12855,442,15,5872,80254,43333,1558,19034,230,222,54,9,1034,3382,55,143,356,383,339,347,99,212,226,42,493,369,770,710,534,524,119,139,429,549,349,298,265,420,2010,5957,10538,176,931,8764,3955,371,10875
G4100290,2020,OREGON,Jackson County,222604,2801.299,31198,12692,209912,89876,3386,7179,74932,4379,105056,99195,5781,80,77351,67690,36538,29130,189637,1426,2560,1831,684,7724,18742,1244,765,3295,3854,2292,2557,651,1145,2145,1747,7174,7318,4896,5452,2410,3010,964,1441,6589,6788,4272,4561,3847,4004,28522,50052,93194,1969,11170,59478,63869,3818,95439
G4100310,2020,OREGON,Jefferson County,24659,1791.813,5121,1667,22992,8591,396,556,7085,554,10907,10141,766,0,8782,69345,30917,2984,16068,176,97,3233,23,1969,3093,184,43,476,386,66,334,32,32,262,203,855,844,457,351,151,194,168,112,854,705,376,427,199,178,2781,6112,9624,419,1013,4393,7189,331,12746
G4100330,2020,OREGON,Josephine County,87994,1640.816,7143,3543,84451,36210,1739,3968,28518,1985,36454,33481,2939,34,36838,56068,32159,13981,78007,498,753,518,162,1426,6630,387,288,1596,1326,431,623,56,258,1331,744,3808,3539,1438,1327,574,925,770,813,3109,4191,1301,1543,1152,727,10752,18625,37768,1495,5408,18451,31751,1439,36353
G4100350,2020,OREGON,Klamath County,69506,6137.192,9900,3014,66492,28186,1604,2646,21735,2201,29386,26533,2169,684,26599,57219,31260,12201,56303,447,611,2451,201,2786,6707,384,250,1176,1129,394,779,271,399,575,779,2332,2193,1080,1074,427,671,490,667,1852,2135,922,805,676,418,9126,15704,27570,851,3687,10388,25308,1030,32780
G4100370,2020,OREGON,Lake County,8201,8358.066,774,521,7680,3364,231,415,2481,237,3345,3086,259,0,3542,54663,29400,1505,7169,21,71,169,0,72,699,87,55,120,38,67,43,31,58,42,69,382,370,185,97,113,22,45,72,185,272,182,91,20,45,1163,1768,3355,160,518,792,3470,101,3838
G4100390,2020,OREGON,Lane County,382218,4722.434,36603,21041,361177,158621,7153,12650,129835,8983,195017,181673,13025,319,127276,65157,36776,60298,318993,4046,9870,3381,868,12647,32413,1635,803,6526,6463,4773,5664,2190,3246,3072,2537,12135,12529,8153,8826,5027,6461,1206,1838,10277,11526,7203,7712,6200,5518,44092,116826,143540,4627,17452,134366,80336,7551,159965
G4100410,2020,OREGON,Lincoln County,50334,1194.548,4930,2621,47713,22483,1164,2018,18125,1176,21812,20107,1688,17,21448,57794,35295,7315,42243,193,688,1113,30,1847,4220,146,93,464,628,339,359,74,287,469,402,1979,2504,949,1193,603,568,272,227,2258,2496,1323,1586,1168,1185,7504,10668,21399,680,3407,17385,12460,881,19608
G4100430,2020,OREGON,Linn County,128598,2308.591,12786,5435,123163,49944,1858,3690,42646,1750,61706,57828,3825,53,41360,69523,32501,15074,110542,597,1085,849,189,5025,10311,682,397,2334,2620,1382,1528,311,806,1302,955,5037,5121,1623,2378,899,983,547,825,3395,4224,1671,1202,1268,795,14514,28460,55070,1449,5604,26512,43486,2642,55958
G4100450,2020,OREGON,Malheur County,31538,9929.749,11034,3099,28439,9952,500,1338,7417,697,12415,11624,768,23,12020,48371,22145,5276,24233,273,358,718,63,1863,4030,484,147,602,560,119,195,80,79,424,240,1062,739,317,323,174,129,235,166,670,697,355,364,218,54,3434,9164,9931,515,1847,3260,8187,357,19734
G4100470,2020,OREGON,Marion County,345815,1191.346,96270,45779,300036,123460,4058,8907,105726,4769,167652,158165,9082,405,104861,70926,33545,43663,247492,4143,7155,4036,3661,34820,44508,1895,1029,6508,7445,3525,4646,1275,1570,3729,2529,9563,11046,5791,6447,3405,3580,1432,1479,6098,8802,4754,4799,3346,2621,35266,90714,130883,4631,15796,80872,79002,5660,180281
G4100490,2020,OREGON,Morrow County,12140,2047.652,4651,2177,9963,4201,84,405,3550,162,5312,5141,171,0,3939,64975,29975,2020,8492,81,89,115,48,1485,1830,97,88,172,160,24,41,1,5,137,164,349,331,118,87,73,96,97,3,215,293,40,58,40,84,831,2971,4996,140,498,1371,3586,161,7022
G4100510,2020,OREGON,Multnomah County,808098,465.168,99498,106659,701439,343370,13258,20093,294140,15879,474600,448256,26118,226,203822,83668,49713,96850,585219,43931,61740,8385,5197,25513,78113,3068,1996,15817,14028,25532,30301,8067,12298,6211,4127,20936,19829,24567,25490,17889,20012,1759,2461,11830,15176,10428,12704,11939,12074,84717,279398,288281,8630,25729,367249,82995,13415,344439
G4100530,2020,OREGON,Polk County,87600,744.066,13184,5617,81983,32222,1523,1962,27250,1487,42900,40471,2285,144,27843,77353,38920,10140,71042,651,1620,1580,392,4264,8051,331,150,1502,1824,835,1345,227,379,695,460,2229,2795,1675,1956,1321,1239,446,333,1848,2527,1477,1355,1384,1106,9132,22050,36506,922,3291,22917,23732,1642,39309
G4100550,2020,OREGON,Sherman County,1900,831.185,96,35,1865,770,45,90,598,37,829,811,18,0,749,57171,33206,295,1671,7,7,12,37,14,152,13,10,9,15,13,35,0,5,39,14,70,43,29,19,29,37,14,19,91,91,18,5,7,5,231,407,809,44,98,260,921,27,692
G4100570,2020,OREGON,Tillamook County,27345,1332.402,2943,1350,25995,11522,576,945,9501,500,11512,10896,600,16,11385,63098,35433,3319,24024,145,230,291,0,962,1693,173,140,481,365,178,284,77,84,318,121,798,1019,697,651,219,339,71,157,1000,1479,547,486,421,317,3453,5642,12160,263,1743,8066,8354,468,10457
G4100590,2020,OREGON,Umatilla County,79904,3231.504,22413,7584,72320,27422,1332,2506,22641,943,36457,33979,2452,26,25994,70322,30263,8868,60983,612,694,2559,100,7711,7245,622,429,1349,1333,707,850,185,237,911,771,2143,1921,1026,772,630,878,577,578,1355,1733,637,733,538,419,8252,20956,29383,1241,3754,10707,21270,1061,46866
G4100610,2020,OREGON,Union County,26286,2038.837,1368,768,25518,10700,539,1014,8634,513,12318,11508,779,31,8863,61946,31640,3925,23701,257,363,233,369,296,1067,125,65,397,339,198,253,60,78,153,164,695,812,486,484,159,256,136,146,882,696,446,380,168,235,2501,6232,11029,356,1511,4254,10298,392,11342
G4100630,2020,OREGON,Wallowa County,7439,3151.362,280,126,7313,3271,121,253,2752,145,3505,3295,210,0,2631,62238,37378,676,6721,75,28,50,2,207,356,8,6,57,38,65,95,4,23,8,109,270,334,197,234,119,93,51,63,258,263,154,187,199,139,843,1302,3688,54,360,1625,3404,120,2290
G4100650,2020,OREGON,Wasco County,26639,2394.918,5309,2332,24307,10488,489,1029,8591,379,12814,11870,909,35,8655,61316,35869,3049,21820,82,179,703,33,718,3104,115,143,521,293,167,210,68,183,273,199,728,855,543,534,341,291,116,222,798,883,327,307,350,246,3117,6395,10472,368,1451,6604,7035,491,12509
G4100670,2020,OREGON,Washington County,599541,726.631,104252,108137,491404,230122,4284,10123,208816,6899,332494,316457,15166,871,150087,100121,49553,48495,412135,13785,65752,4558,3116,37095,63100,1758,1254,10664,9074,14455,15509,7010,7138,2968,2550,14890,16876,20371,19107,13263,12251,1056,1264,7937,12450,10288,9818,7612,7351,52797,155463,256591,5075,20771,209940,99073,11313,279215
G4100690,2020,OREGON,Wheeler County,1407,1716.493,86,43,1364,624,28,90,492,14,521,493,28,0,680,50774,27847,137,1252,0,10,4,1,41,99,3,0,18,22,4,4,6,35,26,6,45,82,26,13,10,6,22,22,64,63,49,25,8,12,202,184,722,27,75,217,711,37,442
G4100710,2020,OREGON,Yamhill County,107674,718.402,17840,7958,99716,38371,1345,2656,32811,1559,52214,49981,2163,70,35275,80125,38002,11625,86975,667,1621,1126,268,5850,11167,778,344,1928,2101,1173,1445,202,512,1231,642,3647,3899,1752,2048,1607,1531,303,375,2549,3233,1745,1965,1301,1187,10921,27506,44585,1411,4396,27174,29551,2198,48751
G4200010,2020,PENNSYLVANIA,Adams County,104604,521.688,7688,3535,101069,40006,832,2491,35438,1245,53879,51985,1832,62,32599,78975,37349,7909,95750,1694,844,341,4,2174,3797,294,182,1054,1123,776,1030,236,635,1078,752,2339,2526,1641,2087,1241,1640,759,950,1526,1975,1490,1188,1310,1182,9510,23445,48390,1359,5086,18207,37523,810,48064
G4200030,2020,PENNSYLVANIA,Allegheny County,1245310,744.253,29272,77098,1168212,545637,22563,39577,454272,29225,674344,640039,33317,988,366144,72537,45939,134587,969070,158051,50929,1152,310,10636,55162,2382,2657,13811,12560,35369,33116,16674,21543,5597,3661,25386,27775,36403,37328,24926,27584,4507,7112,17277,22304,20394,19839,18599,17247,100953,392257,474655,16934,68849,429065,282324,8344,525577
G4200050,2020,PENNSYLVANIA,Armstrong County,65538,663.969,560,401,65137,27767,1252,2581,22933,1001,31838,30185,1614,39,22892,61011,33390,6725,63113,689,241,23,0,215,1257,212,81,620,683,490,733,158,363,529,376,1267,1366,1231,1164,358,596,568,589,894,1120,736,631,501,321,5524,13961,30270,1127,4508,8457,27489,424,29168
G4200070,2020,PENNSYLVANIA,Beaver County,167629,444.022,3227,3539,164090,71999,2748,6367,59579,3305,85175,80302,4760,113,54054,67194,37649,17201,148540,10127,839,127,6,1156,6834,309,253,1764,2028,2513,2736,460,1068,817,803,4358,4843,3883,3973,1709,1785,894,994,3045,3429,2346,2115,1422,1503,15104,42152,70528,2744,10553,38122,54759,1241,73507
G4200090,2020,PENNSYLVANIA,Bedford County,47613,1016.872,598,485,47128,19571,1062,2350,15463,696,23213,22220,990,3,16497,58337,31269,5071,45949,347,249,47,0,111,910,135,90,626,554,235,345,81,170,532,277,1059,1115,616,795,381,570,521,597,580,847,402,437,276,287,4399,9991,21972,655,3089,4367,23025,182,20039
G4200110,2020,PENNSYLVANIA,Berks County,428483,865.75,99460,34825,393658,161174,5566,11403,137292,6913,223774,211422,12012,340,121568,74617,37776,49115,322910,21068,5831,1847,70,38190,38567,2014,1207,4252,5178,5560,5768,1403,2480,3978,3524,8991,8763,9220,9858,4581,6129,2647,4077,5000,5109,4657,4588,3579,3908,36584,117712,167580,7548,21804,92895,109736,2909,222943
G4200130,2020,PENNSYLVANIA,Blair County,122640,526.546,1721,1495,121145,50587,2486,4758,40821,2522,60094,57506,2508,80,40912,59386,33585,15739,115276,2329,688,79,21,353,3894,465,237,1717,1610,1403,1442,297,646,1019,413,2115,2530,2224,2618,1009,1323,609,921,1605,2071,1534,1531,1136,697,12170,31210,48943,2114,7816,17636,45306,653,59045
G4200150,2020,PENNSYLVANIA,Bradford County,60159,1161.059,946,1178,58981,24361,1070,2110,20210,971,27291,25961,1307,23,21418,60650,32440,7809,57419,455,352,36,43,428,1426,165,125,394,559,648,653,212,288,686,356,908,1470,682,865,462,825,542,560,897,871,604,618,498,498,5768,13010,25411,960,4015,8046,21600,513,30000
G4200170,2020,PENNSYLVANIA,Bucks County,645163,621.852,38195,65580,579583,246834,4187,11108,224887,6652,356988,339862,16525,601,176034,107826,54930,35830,540421,25143,31585,674,73,14513,32754,1073,1000,7438,5158,11051,11852,3779,6470,3615,2337,14079,14158,25338,24582,16577,17985,2464,3274,8834,10588,12649,10396,11258,9007,46517,156387,299153,6574,32717,204712,187367,4155,248929
G4200190,2020,PENNSYLVANIA,Butler County,194562,795.658,3391,4381,190181,79466,2324,5662,68559,2921,101526,96617,4715,194,59798,82932,45389,14930,183767,2180,2758,89,9,980,4779,312,239,1584,1712,3110,2902,1444,2198,1028,666,3557,4319,7332,6800,3446,3502,830,866,3069,2599,3087,3172,2266,1746,15371,46318,89560,2219,10096,37508,74359,1438,81257
G4200210,2020,PENNSYLVANIA,Cambria County,133263,692.728,2464,1372,131891,55541,3168,5536,43601,3236,60874,57707,3007,160,50276,54221,31532,18240,122895,4877,664,54,21,691,4061,378,286,1543,1228,1705,1449,388,723,960,708,2467,2547,2797,2993,888,1515,903,1207,1953,2302,1710,1337,979,900,12030,36959,52058,1960,9594,21730,48085,759,62689
G4200230,2020,PENNSYLVANIA,Cameron County,4536,398.414,91,33,4503,2210,154,331,1621,104,1949,1810,139,0,1872,46186,27426,674,4311,2,4,12,0,10,197,16,0,25,51,23,43,0,8,68,33,104,142,31,69,9,16,17,56,133,99,36,54,23,12,627,1027,1856,77,291,634,1771,29,2102
G4200250,2020,PENNSYLVANIA,Carbon County,65018,387.433,3889,2309,62709,26662,1237,2155,22195,1075,33083,30774,2287,22,21127,64538,34375,7551,59656,1582,288,95,0,562,2835,84,166,612,391,654,650,139,180,778,515,1582,1834,1197,1062,374,801,736,693,932,1106,734,659,351,360,6855,15863,26623,1135,4474,11212,21984,433,31389
G4200270,2020,PENNSYLVANIA,Centre County,158665,1113.018,4948,13219,145446,58285,2055,4506,47468,4256,77947,74670,3084,193,60119,70087,37262,23717,136130,5157,9861,220,58,626,6613,372,119,1335,952,3260,3180,2664,2676,794,403,2603,1980,3334,3791,4101,3698,356,494,1408,1746,1972,2078,2751,2236,11018,64188,57224,1300,5969,40055,36372,1066,81172
G4200290,2020,PENNSYLVANIA,Chester County,536474,759.196,40883,51838,484636,200622,3315,7668,185008,4631,294852,282948,11679,225,137407,118574,60599,31170,431632,29302,33658,354,98,11573,29857,909,520,4736,3150,12490,12630,4903,6575,1917,1551,9447,9637,23081,25580,18273,16785,1518,2103,6444,7395,10968,11161,10294,8596,34158,132711,246146,5183,21245,182372,128565,3565,221972
G4200310,2020,PENNSYLVANIA,Clarion County,37489,609.841,421,323,37166,14808,830,1475,11825,678,18446,17376,1021,49,12847,58690,30444,4942,35716,607,185,7,0,104,870,78,68,308,370,403,434,59,243,398,205,606,658,670,665,358,408,257,367,418,416,275,311,344,276,2670,10460,15694,571,2295,4678,14578,237,17996
G4200350,2020,PENNSYLVANIA,Clinton County,37860,896.929,654,570,37290,14877,743,1465,11919,750,18628,17621,996,11,12605,59011,30723,4771,35945,493,270,57,7,179,909,183,96,274,360,446,412,132,115,305,340,696,671,650,575,336,349,327,402,514,322,265,399,263,210,3415,10020,15381,303,2462,5502,11902,221,20235
G4200370,2020,PENNSYLVANIA,Columbia County,64924,490.391,2219,1524,63400,25878,1290,2551,20485,1552,31799,30240,1510,49,23191,59457,31238,9313,60451,1204,674,92,125,489,1889,149,161,670,469,697,948,250,345,596,409,888,1020,1253,1414,670,972,469,642,983,850,574,702,722,532,6060,20145,24807,822,3804,10532,20098,541,33753
G4200390,2020,PENNSYLVANIA,Crawford County,83876,1037.598,1250,1068,82808,33191,1695,3231,27035,1230,38379,36129,2159,91,30427,58734,30989,10204,78993,1281,499,39,20,546,2498,199,306,650,740,476,787,221,379,642,479,1714,1649,1400,1700,688,893,455,835,1161,1294,931,772,814,833,8545,20684,34336,1378,4950,12924,28559,521,41872
G4200410,2020,PENNSYLVANIA,Cumberland County,261269,550.308,12076,17467,243802,104053,2561,5777,92648,3067,137541,131777,5038,726,76849,82849,43535,19199,221159,11297,12995,188,27,3524,12079,795,400,2588,2585,5027,5079,1806,2634,1490,1085,5007,5517,8151,8082,4357,4706,1178,1528,3360,3866,3984,4142,3804,2897,21598,68109,110445,4207,13142,62245,77212,2138,119674
G4200430,2020,PENNSYLVANIA,Dauphin County,286108,558.153,29871,24838,261270,117907,3212,7790,99650,7255,150331,143394,6473,464,79318,71046,39709,34256,190327,52798,16319,769,335,9645,15915,782,999,3896,3088,5236,5465,1853,2978,2012,2152,5710,6413,7417,7724,4426,3674,1469,1883,3527,3769,4217,4022,2787,2627,24677,78153,111860,4890,13676,78983,66408,1977,138740
G4200450,2020,PENNSYLVANIA,Delaware County,575312,190.603,24939,61915,513397,215833,6304,12276,187865,9388,306840,285672,20807,361,155773,86390,46926,53557,378134,126608,34810,725,231,10204,24600,1230,1351,7055,7183,10287,11206,3782,6801,2794,3201,11936,13444,16259,17073,11962,13407,1795,3522,6831,8211,8934,8136,8278,7988,40657,178445,216504,8197,27585,206423,118532,2976,247381
G4200470,2020,PENNSYLVANIA,Elk County,30886,831.836,259,281,30605,13485,450,1372,11168,495,16022,14970,1041,11,9695,61672,34222,2733,29653,220,128,8,9,42,826,48,59,248,320,254,341,8,157,291,16,499,561,537,506,270,320,314,199,333,295,428,339,136,187,2983,7641,13030,548,1832,4522,12140,244,13980
G4200490,2020,PENNSYLVANIA,Erie County,270495,1558.076,12637,11854,258641,109474,5492,10751,86909,6322,131780,124388,7201,191,88756,59396,32858,39662,227590,18828,5142,504,60,3506,14865,855,762,3415,2637,4047,4740,1167,2313,2053,1681,5574,4798,5151,6562,3459,3915,1268,1362,3961,4107,3652,3600,2720,2610,25033,79468,101392,4400,13865,68286,66869,1928,133412
G4200510,2020,PENNSYLVANIA,Fayette County,128417,798.722,1780,2054,126363,54937,3861,5313,42193,3570,58602,54363,4224,15,48288,55579,31498,20090,116188,5437,645,98,51,830,5168,558,352,1262,1438,1301,1198,191,606,1654,1499,2695,2662,2034,2193,727,1256,935,1500,1380,1709,1164,1215,919,839,12736,32521,51761,2122,9113,20444,41227,468,66278
G4200530,2020,PENNSYLVANIA,Forest County,6959,430.489,508,226,6733,1844,90,223,1392,139,1703,1630,73,0,4609,46188,18857,881,4982,1106,154,13,0,224,480,114,5,198,9,65,56,1,17,144,33,230,92,82,47,30,19,156,57,146,129,58,76,55,34,845,2345,2160,365,620,728,1882,36,4313
G4200550,2020,PENNSYLVANIA,Franklin County,156084,772.893,10108,5793,150291,62576,1413,3969,55069,2125,78598,75850,2687,61,47094,71808,37520,13857,139482,5353,1237,495,35,2465,7017,734,481,1527,1709,1557,2448,297,973,1907,1172,2674,3376,2619,2074,1528,1928,1169,1188,2256,2472,1624,1648,1537,1323,12859,33537,70956,2226,8329,22422,57245,1116,75301
G4200570,2020,PENNSYLVANIA,Fulton County,14545,438.053,197,113,14432,6126,329,524,5017,256,7143,6879,264,0,4935,63153,33601,1550,13782,197,39,2,0,224,301,21,18,131,120,147,137,22,56,202,108,231,275,137,140,121,134,201,169,199,205,125,98,115,157,1193,3080,6865,189,901,1085,6824,68,6568
G4200590,2020,PENNSYLVANIA,Greene County,35781,577.975,574,245,35536,13957,663,1398,11205,691,15007,14223,776,8,14845,66283,32272,4208,33087,979,53,7,17,135,1503,234,83,466,284,405,309,44,223,484,380,882,625,409,720,256,373,218,320,590,498,433,480,271,335,3711,8609,14969,586,2350,4911,12579,179,18112
G4200610,2020,PENNSYLVANIA,Huntingdon County,44123,889.262,931,449,43674,15771,693,1541,12839,698,19332,18332,984,16,17924,61300,30392,4419,39949,2062,189,109,2,281,1531,190,67,355,362,197,503,56,132,509,332,849,699,684,663,374,425,426,395,588,589,413,451,369,260,3894,11793,18567,724,2777,5445,17061,286,21331
G4200630,2020,PENNSYLVANIA,Indiana County,83394,834.384,1295,1519,81875,32285,1647,3507,25419,1712,39099,36508,2522,69,31264,57170,30494,10100,77644,1881,699,49,2,374,2745,187,57,916,692,840,968,576,834,713,340,1381,1390,1360,1675,840,1061,418,795,1088,1459,837,759,883,682,6738,26602,32397,1162,4354,12634,28089,475,42196
G4200650,2020,PENNSYLVANIA,Jefferson County,44326,656.798,436,201,44125,18018,843,1801,14488,886,21070,19921,1131,18,15028,56607,30280,6133,42916,192,120,22,0,197,879,108,131,423,367,351,432,53,109,358,225,686,817,518,728,278,365,332,419,513,540,466,362,402,318,4246,10015,19031,517,2771,4527,17960,337,21502
G4200670,2020,PENNSYLVANIA,Juniata County,23535,393.514,985,589,22946,8852,333,804,7430,285,11276,10918,353,5,7809,61915,31251,2082,22155,278,100,0,0,229,773,172,71,220,179,193,164,33,140,509,193,327,407,293,306,85,123,413,331,244,289,142,120,110,124,1863,5291,10677,237,1282,2253,9649,141,11492
G4200690,2020,PENNSYLVANIA,Lackawanna County,215672,465.156,19428,12433,203239,87896,4479,8215,71106,4096,107611,102307,5181,123,69980,63739,35296,27010,183886,5837,6193,161,106,4854,14635,698,597,2345,2280,2865,3487,1105,2280,1782,1481,4672,4534,4982,5228,2859,3105,1245,1768,2912,3580,3126,2670,2257,2260,19565,63163,80907,2941,12938,61991,52334,1085,100262
G4200710,2020,PENNSYLVANIA,Lancaster County,553202,983.83,62108,30408,522794,208988,5418,12231,185124,6215,289749,279799,9783,167,149249,81458,39872,44195,466989,22284,13133,930,112,20123,29631,2527,1726,5133,5409,8492,9867,1961,4474,4854,3454,9984,9662,11505,12991,6182,7383,3598,4519,6178,7593,8025,7731,6716,5562,35482,129379,248930,6201,26806,115847,160209,4183,272963
G4200730,2020,PENNSYLVANIA,Lawrence County,85907,361.782,1471,1208,84699,35933,1729,3743,28808,1653,41729,38886,2827,16,29302,57585,32319,10322,78443,3324,267,18,0,327,3528,211,181,948,1131,954,1226,139,345,749,471,2176,2102,1642,1851,573,655,541,846,1326,1510,965,1083,719,556,8338,21753,34511,1599,5777,15978,29597,501,39831
G4200750,2020,PENNSYLVANIA,Lebanon County,143258,362.498,20729,6102,137156,55236,1439,3961,47542,2294,72049,68515,3151,383,42247,72532,35604,15214,119157,3014,2228,153,5,11149,7552,849,654,1496,1287,1616,1955,417,729,1622,1124,2330,2173,2256,2577,1072,1462,1301,1620,1846,2356,1575,1404,1316,1000,11506,33885,61308,1719,8067,23932,46731,989,71606
G4200770,2020,PENNSYLVANIA,Lehigh County,374110,348.217,101726,48286,325824,142160,4685,10055,122438,4982,194675,183365,11230,80,105081,74973,39856,43587,259995,26088,12550,1116,114,30714,43533,1155,642,4500,5086,6294,6446,1826,3132,2892,2923,6470,7757,8919,9643,5780,5649,1816,2811,3881,5311,4936,4471,4445,3137,27943,104571,147755,6607,17787,98288,84259,2166,189397
G4200790,2020,PENNSYLVANIA,Luzerne County,325396,905.915,49024,26992,298404,132608,6998,11139,106778,7693,163459,153692,9567,200,104458,60836,33535,46812,262196,16981,3586,307,339,21367,20620,1595,797,4298,4149,3359,4196,1204,2413,2802,2074,7638,7575,6599,6946,3470,3858,1695,2259,4109,5292,3383,3640,3566,2849,28984,96795,119135,6194,20937,64873,86929,1519,172075
G4200810,2020,PENNSYLVANIA,Lycoming County,114022,1243.94,2573,2320,111702,45705,1870,3937,37769,2129,55431,52429,2940,62,37960,63437,32968,13417,102334,5238,983,308,73,749,4337,464,312,1306,1158,1511,1688,358,678,1221,755,2638,2246,2211,2184,890,1148,730,1027,1663,1800,1100,1497,1262,814,10155,30191,45549,2424,6341,16971,41462,821,54768
G4200830,2020,PENNSYLVANIA,McKean County,40459,984.722,872,731,39728,15931,808,1727,12572,824,18574,17575,979,20,14981,57861,30278,5343,38007,823,172,15,2,313,1127,148,57,359,313,364,374,72,207,206,193,821,785,664,758,427,504,201,360,626,744,390,315,268,316,3829,10421,16536,779,2463,5098,14083,285,20993
G4200850,2020,PENNSYLVANIA,Mercer County,110600,682.56,1768,1813,108787,45890,2415,4720,36408,2347,50842,47850,2773,219,41631,57353,32081,14013,98886,6171,773,94,20,786,3870,389,197,815,1155,1189,1356,409,616,1257,842,2328,2346,2282,2410,1165,1378,695,1002,1986,1764,1317,1239,976,894,10266,28718,45341,1712,7704,21067,36143,744,52646
G4200870,2020,PENNSYLVANIA,Mifflin County,46146,414.714,825,360,45786,18612,805,2053,15155,599,22120,21229,864,27,14816,58012,28979,7571,43747,285,143,80,26,262,1603,265,137,365,532,272,336,160,127,471,394,1021,867,407,616,221,256,607,992,672,579,339,371,233,181,4527,9720,20142,385,2710,4603,16670,229,24644
G4200890,2020,PENNSYLVANIA,Monroe County,168128,617.108,29982,17178,150950,59113,1791,3947,50810,2565,84535,79168,5328,39,55044,80656,36277,18713,116728,24720,4288,286,58,8752,13296,614,375,1933,1980,1861,2107,537,839,2040,1318,4722,4620,2858,4528,2774,2961,1553,1542,2704,2986,2088,2240,1857,1665,14377,47144,68594,3432,8448,44060,38726,1043,84299
G4200910,2020,PENNSYLVANIA,Montgomery County,856399,487.209,48524,93717,762682,329680,6259,14554,298618,10249,473658,451495,21418,745,221341,107441,57945,52365,650218,78309,67279,1420,312,15619,43242,1364,887,8721,6286,20597,20919,8086,12581,4478,2955,15765,15554,30654,34865,25534,26934,3148,3994,8991,12159,16169,15284,16070,15214,59824,217537,379949,9166,40674,319511,185460,5186,346242
