gisjoin,year,state,county,population,area,hispanic,nativity_foreign_born,nativity_native,households,income_10k_to_15k,income_15k_to_25k,income_25k_plus,income_less_than_10k,labor_16_plus_in_force,labor_16_plus_employed,labor_16_plus_unemployed,labor_16_plus_armed_forces,labor_16_plus_not_in_force,median_household_income,per_capita_income,poverty,white_male,white_female,black_male,black_female,asian_male,asian_female,aian_male,aian_female,nhpi_male,nhpi_female,other_male,other_female,multi_male,multi_female,age_low_edu_low,age_low_edu_mid,age_low_edu_high,age_low_edu_very_high,age_mid_edu_low,age_mid_edu_mid,age_mid_edu_high,age_mid_edu_very_high,age_high_edu_low,age_high_edu_mid,age_high_edu_high,age_high_edu_very_high,marital_divorced,marital_single,marital_married,marital_separated,marital_widowed,democrat_voter,republican_voter,other_voter,non_voter
G4800590,2016,TEXAS,Callahan County,13770,901.259,1300,185,13585,5319,259,648,3758,654,5884,5684,194,6,5065,44602,24537,1927,6451,6594,48,18,7,32,11,0,0,0,75,42,171,321,95,555,172,47,322,849,567,144,290,574,356,191,1447,2604,6008,184,877,569,4865,145,8191
G4800610,2016,TEXAS,Cameron County,421750,1276.419,377439,99251,322499,123185,10253,18048,79303,15581,168814,157501,11188,125,136976,37132,16587,127760,193190,205205,1388,891,1522,1422,562,539,72,0,6603,6997,1451,1908,7288,11419,7187,2004,11745,13786,11196,4834,4915,6650,4400,3383,24325,105780,152036,11249,20017,59402,29472,3205,329671
G4800630,2016,TEXAS,Camp County,12813,203.232,3159,1281,11532,4692,259,514,3470,449,5586,5239,347,0,4216,42604,20898,2542,4566,4736,1011,1111,44,0,16,36,0,0,497,529,86,181,90,367,232,64,366,652,408,120,190,552,262,161,1002,2522,5283,259,924,1260,3201,81,8271
G4800650,2016,TEXAS,Carson County,6032,924.102,600,114,5918,2247,64,234,1865,84,2965,2897,68,0,1731,70087,32917,378,2727,2986,52,26,1,30,7,72,0,0,8,49,25,49,33,154,145,59,69,458,243,213,63,213,185,101,566,1032,2759,58,362,249,2620,95,3068
G4800670,2016,TEXAS,Cass County,30087,960.318,1335,586,29501,11789,695,1466,8568,1060,12520,11615,905,0,11431,45345,22545,5808,11481,12006,2601,2633,51,59,26,13,0,1,271,281,262,402,262,716,335,60,918,1528,926,369,753,1245,678,493,3352,5122,13446,466,2099,2391,9726,227,17743
G4800690,2016,TEXAS,Castro County,7787,899.289,5003,1563,6224,2532,133,247,2004,148,3512,3438,74,0,2261,45000,20915,1201,3542,3537,34,36,9,83,15,2,1,0,169,96,135,128,89,173,113,64,181,390,164,107,50,223,80,57,894,1709,2809,76,356,526,1414,57,5790
G4800710,2016,TEXAS,Chambers County,40292,871.183,8793,3568,36724,13529,679,985,11137,728,18989,17821,1155,13,11222,76850,34372,5072,18044,17421,1492,1666,205,301,63,22,0,0,303,188,270,317,252,1539,820,470,584,2971,1383,620,342,1208,631,223,2376,8500,18331,399,1502,2948,13339,499,23506
G4800730,2016,TEXAS,Cherokee County,51903,1062.187,11855,5129,46774,17940,1153,2366,13233,1188,21530,20364,1166,0,18629,46044,21520,8878,21401,20846,3783,3261,109,83,162,162,37,6,464,420,651,518,876,1638,596,50,1113,3372,1242,834,1042,1872,1091,775,4772,11545,20782,875,2946,3469,12919,402,35113
G4800750,2016,TEXAS,Childress County,7226,713.712,2241,742,6484,2235,80,259,1660,236,3147,2801,346,0,2888,40794,20234,844,3568,2474,473,79,68,53,69,0,0,0,210,101,61,70,214,477,219,12,118,242,207,12,119,182,118,41,579,2329,2580,82,518,253,1802,29,5142
G4800770,2016,TEXAS,Clay County,10387,1116.749,616,280,10107,4045,219,472,3146,208,4678,4355,323,0,3809,51191,27678,1401,4934,4940,52,12,12,48,88,31,0,0,15,50,94,111,16,252,148,40,196,742,459,138,178,437,238,181,1025,1574,5164,199,679,536,4377,105,5369
G4800790,2016,TEXAS,Cochran County,2904,775.167,1684,407,2497,996,112,126,668,90,1290,1207,83,0,899,42798,21014,685,1352,1271,50,50,0,0,0,0,0,0,50,44,39,48,44,156,9,2,87,117,45,28,37,71,42,15,207,692,1088,55,192,190,679,32,2003
G4800810,2016,TEXAS,Coke County,3275,927.987,698,107,3168,1617,94,228,1168,127,1457,1411,46,0,1243,45551,24768,500,1423,1505,13,7,0,6,22,22,0,0,127,114,21,15,13,38,61,28,74,245,84,28,104,218,69,52,320,432,1722,31,263,140,1265,18,1852
G4800830,2016,TEXAS,Coleman County,8391,1281.427,1465,327,8064,3460,145,501,2502,312,3461,3348,113,0,3348,43981,27842,1619,3851,3907,140,114,40,39,26,13,0,0,38,92,125,6,170,328,76,11,219,403,331,79,171,615,182,198,830,1148,3983,224,646,388,3177,78,4748
G4800850,2016,TEXAS,Collin County,944350,886.143,143369,195417,748933,331336,5742,14782,299924,10888,512621,492047,19998,576,210081,94192,43439,61635,326898,332744,42239,47602,66383,69787,2079,2325,311,313,11363,12165,14975,15166,3874,23667,41463,19686,6635,48294,82864,46811,3660,22777,24973,16090,66960,199983,434441,9421,27491,140624,201014,19781,582931
G4800870,2016,TEXAS,Collingsworth County,2996,919.316,834,324,2672,1055,42,152,778,83,1446,1322,124,0,871,42750,22880,467,1168,1178,138,84,0,0,40,41,0,0,119,152,31,45,55,32,49,8,91,182,76,45,67,112,89,28,186,592,1356,65,176,145,983,28,1840
G4800890,2016,TEXAS,Colorado County,21022,973.681,6200,2163,18859,7511,381,894,5850,386,9832,9489,343,0,6753,49504,27861,2242,7582,7897,1339,1326,2,5,23,12,0,0,1360,1129,232,115,237,471,428,95,480,1094,693,193,443,671,567,282,1791,4807,8727,275,1278,1987,6325,201,12509
G4800910,2016,TEXAS,Comal County,135097,574.876,36612,8486,126611,48903,1437,2986,42463,2017,64715,61977,2362,376,43183,75356,36899,10997,60406,61933,1423,1165,490,913,209,85,31,14,2706,2531,1528,1663,639,3854,3854,1140,1549,8990,8605,5152,853,5380,4984,3714,11427,26872,63648,2039,5790,14238,45136,2804,72919
G4800930,2016,TEXAS,Comanche County,13495,947.679,3729,1165,12330,5260,334,608,3921,397,5812,5638,174,0,4971,47893,25127,2147,6290,6451,112,58,25,49,42,21,0,0,186,111,83,67,72,379,208,6,194,769,545,75,210,574,416,354,1267,2218,6433,191,915,789,4333,115,8258
G4800950,2016,TEXAS,Concho County,4233,993.689,2372,1121,3112,873,67,128,612,66,1260,1245,15,0,2495,43355,17684,223,2606,1393,65,29,48,0,10,0,0,0,65,0,8,9,128,65,17,1,129,157,113,82,83,194,86,27,380,1451,1648,50,262,148,885,35,3165
G4800970,2016,TEXAS,Cooke County,39571,898.498,7043,3603,35968,15368,532,1453,12691,692,20106,19101,1005,0,11080,57646,28751,5437,18121,18347,459,515,88,269,135,125,17,0,140,127,700,528,430,1630,435,140,878,2513,1586,613,579,1793,960,684,3853,7496,17743,676,2059,2352,13181,422,23616
G4800990,2016,TEXAS,Coryell County,75389,1056.749,13631,4912,70477,22314,988,2314,17819,1193,33680,23340,2354,7986,25628,51440,21507,8163,27283,26985,5316,5285,692,862,341,277,349,302,886,556,2763,3492,965,5213,1810,382,1077,4548,1508,754,417,2063,698,449,7834,19176,28365,1754,3011,5064,12225,964,57136
G4801010,2016,TEXAS,Cottle County,1623,901.611,382,41,1582,686,57,109,443,77,716,655,61,0,428,34375,20108,507,610,575,151,92,0,0,5,0,0,0,13,127,13,37,11,78,4,0,50,79,58,24,77,75,36,25,107,238,642,32,143,92,506,14,1011
G4801030,2016,TEXAS,Crane County,4839,785.72,3080,794,4045,1422,29,154,1162,77,2056,2029,27,0,1425,70398,26113,357,1298,1248,106,96,9,10,6,0,0,0,1084,930,8,44,55,213,44,0,115,275,104,23,42,157,27,21,242,965,1936,170,291,299,1049,36,3455
G4801050,2016,TEXAS,Crockett County,3633,2807.331,2306,338,3295,1388,89,194,997,108,1741,1741,0,0,1059,51152,24852,739,753,767,32,0,0,0,0,0,0,0,986,1070,0,25,45,63,59,0,199,182,69,19,80,195,81,66,143,723,1725,23,186,372,980,43,2238
G4801070,2016,TEXAS,Crosby County,5861,901.69,3261,178,5683,2044,151,288,1387,218,2634,2443,191,0,1793,37899,19155,1194,2587,2646,140,100,0,14,0,0,0,0,151,129,43,51,81,192,25,5,168,257,182,55,107,192,111,35,484,1348,2225,127,350,468,1181,79,4133
G4801090,2016,TEXAS,Culberson County,2241,3812.354,1646,281,1960,681,56,156,402,67,1051,983,68,0,721,33417,15873,701,1042,792,2,1,12,0,0,0,0,0,140,206,35,11,67,81,9,0,47,65,46,24,56,48,13,5,209,627,714,71,159,454,280,33,1474
G4801110,2016,TEXAS,Dallam County,7243,1505.126,3260,1625,5618,2404,78,283,1969,74,3770,3623,147,0,1421,51250,26844,1001,3440,3198,62,1,42,65,31,56,0,0,100,23,120,105,149,250,173,96,353,436,153,39,122,219,78,10,516,1588,2803,135,212,222,1261,61,5699
G4801130,2016,TEXAS,Dallas County,2586552,908.617,1033000,628703,1957849,917276,38084,86536,736470,56186,1354603,1282839,71072,692,615836,56854,31219,423899,798937,796628,269496,312662,79253,80666,4738,4857,663,693,88508,81089,33631,34731,41040,88381,99427,44184,58159,117432,110307,64500,21674,54058,46804,33054,212000,744586,904620,56357,90386,461080,262945,34948,1827579
G4801150,2016,TEXAS,Dawson County,12964,902.124,7402,821,12143,4322,322,815,2791,394,5147,4863,284,0,5091,44657,21543,2520,5125,4929,688,127,6,0,115,44,0,0,1030,428,271,201,457,394,192,75,303,564,230,108,200,321,207,13,1024,3656,4694,251,680,835,2636,92,9401
G4801170,2016,TEXAS,Deaf Smith County,18899,1498.331,13659,3112,15787,6139,415,471,4921,332,9002,8581,418,3,4575,51841,21515,3248,8515,8378,107,87,57,46,44,48,16,0,549,428,219,405,270,618,192,88,545,672,309,89,154,322,259,132,1207,3989,7371,520,824,1185,2911,120,14683
G4801190,2016,TEXAS,Delta County,5215,277.931,380,73,5142,2015,134,170,1553,158,2176,2060,116,0,1980,46138,25004,1218,2253,2318,128,263,0,35,13,3,0,0,20,7,113,62,100,123,76,0,116,398,153,119,114,170,129,79,390,1046,2471,50,283,400,1836,45,2934
G4801210,2016,TEXAS,Denton County,807047,952.901,155047,120929,686118,283250,5902,15106,252109,10133,456060,436490,19215,355,169679,83376,39535,64291,299366,305989,35600,41048,31928,34825,1793,1949,324,370,12929,12320,15200,13406,4423,28653,40939,13542,7624,45081,60713,29223,3757,17617,16861,11147,63946,194879,345324,10380,22757,110890,170603,17152,508402
G4801230,2016,TEXAS,DeWitt County,20435,910.486,7132,936,19499,7088,575,668,5386,459,8574,7957,533,84,7676,53779,28728,2971,7057,6517,1069,836,1,0,76,71,0,0,2316,2099,58,335,154,752,295,31,609,1033,512,312,465,972,328,117,1860,3821,9321,332,1287,1163,5519,162,13591
G4801250,2016,TEXAS,Dickens County,2216,905.217,673,120,2096,842,98,99,544,101,879,743,136,0,931,41618,23452,360,1049,974,25,43,4,8,17,0,0,0,34,35,14,13,58,36,20,3,47,120,64,55,81,176,54,35,243,347,955,105,181,128,755,26,1307
G4801270,2016,TEXAS,Dimmit County,10663,1334.507,9244,897,9766,3309,330,774,1731,474,4227,3533,694,0,3683,27832,18121,3148,4583,4924,5,0,186,216,0,0,0,0,408,337,4,0,139,351,234,18,130,152,166,153,201,111,196,86,1018,2723,3271,220,689,2173,974,78,7438
G4801290,2016,TEXAS,Donley County,3387,933.042,373,74,3313,1290,77,151,964,98,1521,1487,34,0,1235,43224,23711,458,1440,1599,99,73,7,7,8,5,0,0,32,40,48,29,24,75,33,11,67,213,136,38,66,281,110,73,364,769,1335,85,233,191,1225,49,1922
G4801310,2016,TEXAS,Duval County,11355,1795.585,10135,684,10671,3511,299,564,2220,428,4555,4073,482,0,4107,37382,17864,2751,5064,4820,153,38,0,0,14,18,0,0,509,713,18,8,424,261,72,34,420,606,136,22,185,353,61,183,1125,3127,3601,233,731,2783,1316,69,7187
G4801330,2016,TEXAS,Eastland County,18270,931.91,2963,683,17587,6460,457,1246,4062,695,6892,6531,359,2,8028,35325,23940,3565,8348,8427,522,151,57,62,55,16,0,0,251,335,12,34,316,401,126,16,420,1224,396,268,375,1292,244,370,2426,4257,6701,403,1347,776,6011,176,11307
G4801350,2016,TEXAS,Ector County,158342,901.814,94453,20869,137473,51954,1891,4818,42684,2561,78931,73658,5259,14,36586,60676,28700,18481,64647,63210,3785,3469,877,954,345,358,32,50,8181,7579,2382,2473,4137,7398,3108,974,4991,7313,3781,1194,1745,3055,1162,904,14004,37147,56528,3219,6877,10249,25020,1261,121812
G4801370,2016,TEXAS,Edwards County,2055,2119.869,1194,93,1962,686,50,93,475,68,941,902,39,0,799,40313,29814,136,1060,989,0,0,0,0,1,0,0,0,0,4,1,0,0,23,0,0,41,132,137,14,36,66,102,19,167,498,875,14,186,303,746,24,982
G4801410,2016,TEXAS,El Paso County,837654,1015.285,690189,207977,629677,265724,17387,33399,191643,23295,390218,348062,24709,17447,241401,44597,20763,175171,327316,344944,16764,11960,4899,5114,2780,2362,743,435,48374,50930,10806,10227,7906,39988,23557,6650,17632,38663,26078,14901,9316,14196,8240,5642,67488,226097,293388,21875,35627,147843,55512,10653,623646
G4801390,2016,TEXAS,Ellis County,168838,951.743,43737,14439,154399,55840,1861,3719,48288,1972,85088,81964,3070,54,43358,72213,30727,15481,67787,69567,8140,8275,433,685,986,781,0,64,2958,2731,2880,3551,1879,6412,3666,789,3290,11084,6743,3454,1828,4850,3005,1542,12540,35490,75252,2345,5873,16253,44941,2479,105165
G4801430,2016,TEXAS,Erath County,41482,1089.802,8671,3233,38249,13961,639,1395,10271,1656,20287,19604,683,0,13490,48819,25290,8359,18349,18826,244,455,144,168,180,297,21,0,801,729,477,791,416,1561,1056,413,710,1768,1858,998,472,1827,718,567,3294,12994,15947,436,1455,2160,11210,523,27589
G4801450,2016,TEXAS,Falls County,17299,773.837,3987,983,16316,5237,392,566,3473,806,6201,5809,386,6,7854,38032,17830,3955,6091,6398,1887,2325,10,63,41,30,7,0,111,162,42,132,335,533,278,40,700,891,335,77,357,628,395,125,1600,4922,5957,549,1149,1684,3441,123,12051
G4801470,2016,TEXAS,Fannin County,34175,898.88,3752,1819,32356,12231,577,1289,9360,1005,14133,13461,659,13,13615,50761,24581,3897,15414,14550,1541,592,101,154,141,66,8,5,444,196,385,578,571,1310,445,126,878,2276,1100,617,678,1431,659,494,3913,7033,14501,526,2248,2132,9548,364,22131
G4801490,2016,TEXAS,Fayette County,25066,959.804,5212,1662,23404,9067,660,885,6983,539,11397,11209,188,0,9110,56297,30097,2698,11157,11462,766,826,86,33,13,0,0,0,210,254,119,140,191,478,349,65,426,1341,954,343,398,1317,711,295,2416,5017,11292,254,1758,2144,8743,287,13892
G4801510,2016,TEXAS,Fisher County,3883,901.749,1185,175,3708,1649,136,144,1237,132,1832,1715,117,0,1357,46827,28355,617,1698,1769,28,86,5,18,10,25,0,5,59,38,79,63,17,78,94,25,33,182,133,14,110,214,109,51,310,745,1770,82,325,403,1265,61,2154
G4801530,2016,TEXAS,Floyd County,5872,992.518,3429,523,5349,2328,156,304,1678,190,2564,2400,164,0,1895,48555,23308,1114,2725,2735,105,125,5,5,0,8,0,0,41,34,9,80,60,176,112,32,208,248,200,23,101,243,117,64,351,1019,2812,117,289,435,1474,50,3913
G4801550,2016,TEXAS,Foard County,1408,707.681,288,51,1357,557,41,76,431,9,714,642,72,0,480,46354,25636,95,604,608,6,19,0,0,0,0,0,0,39,54,63,15,8,28,10,2,64,64,71,18,55,93,30,16,84,293,681,7,129,113,383,17,895
G4801570,2016,TEXAS,Fort Bend County,739342,885.347,179653,209884,529458,230381,4047,11051,208136,7147,373257,353205,19664,388,184571,95561,39472,57565,192287,192816,71672,80655,71519,75702,1166,1093,133,62,17251,16360,9149,9477,3936,20773,28834,12878,9124,36819,53659,34109,4423,13936,16630,11326,43543,160791,333657,9998,21972,134686,117291,10089,477276
G4801590,2016,TEXAS,Franklin County,10679,294.766,1515,657,10022,3806,188,483,2964,171,5029,4654,375,0,3426,52944,25602,899,4610,4574,215,199,0,5,11,11,8,0,345,331,173,197,67,300,319,29,89,927,408,148,155,481,384,216,1109,1935,4850,122,564,665,3585,130,6299
G4801610,2016,TEXAS,Freestone County,19709,891.988,2984,1352,18357,6865,492,959,5043,371,7722,7273,424,25,8040,48731,24083,3105,8193,7772,1737,1391,68,65,2,12,0,0,94,97,69,209,304,504,245,25,492,1165,556,219,417,1164,260,172,1846,3910,8470,535,1233,1471,6026,187,12025
G4801630,2016,TEXAS,Frio County,19394,1134.343,15279,3014,16380,4624,438,570,3219,397,7228,6757,471,0,8209,42476,18288,3169,8286,6219,654,200,141,31,18,1,0,0,2255,1255,226,108,603,788,188,19,642,538,223,92,362,385,90,22,1412,7394,6157,265,644,2444,1856,100,14994
G4801650,2016,TEXAS,Gaines County,20321,1502.845,8375,5755,14566,5737,175,538,4580,444,8691,8273,418,0,4891,59032,22710,2875,9656,9377,218,229,40,55,63,30,13,0,253,299,77,11,344,455,336,117,433,548,332,118,169,218,198,104,1197,3561,8331,320,722,597,3907,116,15701
G4801670,2016,TEXAS,Galveston County,327089,873.793,79406,32094,294995,119181,4770,10383,96899,7129,163994,153139,10295,560,92130,69369,35448,42158,126809,128853,19698,21567,5067,5658,776,705,108,105,4411,3290,4400,5642,2662,11083,9141,3722,6394,20409,17830,8856,3244,10587,7172,4775,30693,76620,133362,5471,14537,43658,73757,5488,204186
G4801690,2016,TEXAS,Garza County,6288,896.196,3272,2216,4072,1628,92,86,1359,91,2205,2134,71,0,3233,55039,19177,778,3311,1923,171,101,46,91,24,25,0,0,444,33,74,45,207,114,74,23,195,358,208,76,65,146,123,69,407,1888,2602,321,289,230,1225,29,4804
G4801710,2016,TEXAS,Gillespie County,26208,1061.675,6006,2805,23403,10717,492,1171,8534,520,12465,11911,531,23,9216,58325,33515,2946,11668,12202,31,2,32,10,423,316,0,0,275,364,302,583,132,294,481,96,290,1416,1821,622,343,1555,2003,833,2050,4697,13086,166,1987,2288,10446,480,12994
G4801730,2016,TEXAS,Glasscock County,1430,901.08,626,330,1100,432,0,71,339,22,694,694,0,0,436,75833,30902,136,555,454,0,0,0,0,0,0,0,0,232,189,0,0,26,0,5,21,26,106,50,16,10,40,5,13,18,286,827,0,35,34,553,17,826
G4801750,2016,TEXAS,Goliad County,7531,859.362,2699,197,7334,2681,173,294,1968,246,3279,3075,190,14,2848,60492,29918,1267,3034,2883,200,186,6,37,0,0,0,0,480,684,14,7,18,194,39,24,93,591,241,119,113,486,219,92,553,1581,3409,43,577,973,2620,115,3823
G4801770,2016,TEXAS,Gonzales County,20667,1069.849,10436,2517,18150,7214,438,796,5588,392,9495,9083,412,0,6132,53006,26618,3189,6312,6436,661,720,27,25,19,38,0,4,3239,2829,190,167,302,424,197,33,599,858,406,225,406,624,325,137,1758,4188,8660,201,1185,1571,4587,176,14333
G4801790,2016,TEXAS,Gray County,22685,929.329,6465,2285,20400,8000,341,1279,5842,538,9880,9264,597,19,7533,47170,24911,3309,10016,9321,748,259,48,105,134,175,15,4,712,591,230,327,430,789,212,140,712,1435,548,130,371,1003,398,139,2205,4788,8954,537,1312,701,6500,204,15280
G4801810,2016,TEXAS,Grayson County,128560,979.193,16817,8115,120445,47957,2372,4788,37622,3175,62680,59160,3399,121,38636,54370,27276,17383,54561,56918,3192,3865,903,921,789,831,33,33,921,1236,2338,2019,1095,4425,2433,709,2147,9253,4723,2292,1801,5584,2898,1891,14589,25713,52948,2339,7538,10301,35325,1790,81144
G4801830,2016,TEXAS,Gregg County,123494,275.776,22916,11179,112315,45532,2400,5200,34510,3422,58399,55553,2831,15,36617,49287,25839,21029,45431,46538,11679,13383,810,844,219,240,110,11,629,498,1330,1772,1586,5517,2371,669,2771,7090,4753,1962,1823,4342,2425,1800,13194,29409,44306,2825,6694,11677,28764,1308,81745
G4801850,2016,TEXAS,Grimes County,27630,801.6,6616,2179,25451,8793,528,1094,6537,634,11107,10583,524,0,10955,50298,23513,4600,11402,10239,2522,1731,40,5,155,78,0,0,385,366,388,319,454,852,203,87,783,1877,636,354,630,856,571,463,2808,7248,10303,639,1519,2194,7065,274,18097
G4801870,2016,TEXAS,Guadalupe County,155137,714.787,58462,11086,144051,53107,1685,3486,45572,2364,76329,72170,2943,1216,43411,70931,30817,14519,55155,56881,6263,6041,1002,1690,264,243,260,180,11500,10807,2406,2445,1318,4230,3865,1306,2617,8557,7159,4482,1629,4274,2659,1879,12813,34138,66509,2288,6773,18391,36632,2799,97315
G4801890,2016,TEXAS,Hale County,34113,1004.773,20153,3417,30696,11146,584,1250,8343,969,15170,14154,1016,0,10533,47080,19854,5918,14851,14386,1163,474,38,66,123,137,7,0,659,459,910,840,566,1213,505,300,979,1538,823,402,421,706,506,174,2984,8219,12677,736,1716,2101,6366,391,25255
G4801910,2016,TEXAS,Hall County,3074,904.093,1057,300,2774,1301,141,249,789,122,1383,1236,147,0,1064,32921,22846,699,1228,1261,123,127,0,9,20,0,0,0,123,95,52,36,31,122,5,0,120,160,88,71,47,180,101,24,330,621,1265,53,234,164,893,34,1983
G4801930,2016,TEXAS,Hamilton County,8269,836.389,1019,358,7911,3108,267,385,2265,191,3638,3583,44,11,3096,47500,28074,1303,3879,3966,21,21,24,0,48,14,0,0,47,104,51,94,104,213,132,25,158,308,289,162,237,403,308,160,696,1498,3851,113,686,479,3060,81,4649
G4801950,2016,TEXAS,Hansford County,5547,920.403,2618,1414,4133,1855,72,227,1417,139,2404,2286,110,8,1721,39229,20127,883,2523,2532,20,0,0,0,0,4,0,0,173,194,67,34,94,172,47,40,40,229,153,44,184,248,65,36,314,1101,2363,160,306,171,1730,46,3600
G4801970,2016,TEXAS,Hardeman County,3952,696.867,851,235,3717,1519,140,301,1008,70,1807,1674,133,0,1313,42238,22938,494,1602,1809,168,112,0,0,16,25,0,0,75,49,77,19,78,101,46,5,144,242,96,39,110,219,81,56,489,612,1684,98,275,249,1207,57,2439
G4801990,2016,TEXAS,Hardin County,56379,897.548,3142,904,55475,20385,1262,1800,15771,1552,24599,23565,990,44,19361,59105,29108,7010,25212,26458,1419,1786,168,158,31,79,0,0,88,80,424,476,498,2121,732,199,1256,2813,1575,505,1104,2113,761,478,5576,10034,24897,1047,3278,2780,19606,394,33599
G4802010,2016,TEXAS,Harris County,4602523,1777.463,1958963,1199771,3402752,1583486,64276,148086,1274263,96861,2368055,2223265,143208,1582,1125015,60146,31901,739100,1453143,1439199,411158,464189,155694,164881,8929,9457,1670,1459,205016,182283,52685,52760,57615,169566,170917,76169,88173,207934,198448,116329,36343,90538,81592,53729,342170,1291977,1672704,98770,154697,707914,545955,58243,3290411
G4802030,2016,TEXAS,Harrison County,66645,915.749,8627,4239,62406,23217,1204,2325,17893,1795,30011,28251,1672,88,21639,51202,25418,10488,24281,24824,6541,7543,262,227,114,132,0,15,803,787,555,561,833,1969,1322,424,1632,4170,2385,973,1074,2745,1180,721,6007,13991,28371,769,3456,7151,18749,648,40097
G4802050,2016,TEXAS,Hartley County,5767,1463.111,1524,570,5197,1681,5,151,1484,41,2032,2013,19,0,2633,59280,20480,266,2693,2032,484,14,50,35,2,0,0,0,55,84,127,191,161,264,98,34,128,276,211,63,80,250,152,70,590,1278,2477,128,269,173,1730,49,3815
G4802070,2016,TEXAS,Haskell County,5809,910.258,1665,714,5095,2125,152,316,1453,204,2522,2268,254,0,2340,46013,21308,1053,2713,2435,98,96,30,14,15,18,0,0,153,126,62,49,151,197,40,8,152,274,178,43,94,221,89,81,564,1513,2363,96,377,314,1403,53,4039
G4802090,2016,TEXAS,Hays County,204150,679.929,78334,17889,186261,70881,2631,5532,58037,4681,109855,103747,5813,295,51863,65935,30715,29497,89185,90394,4143,4025,1311,1581,359,344,46,50,3616,3615,2976,2505,1864,8141,8033,2392,2236,10083,10185,5510,1237,4767,4133,4314,15104,62548,78320,2524,5939,33224,33826,5114,131986
G4802110,2016,TEXAS,Hemphill County,4061,912.153,1455,629,3432,1323,123,76,1092,32,2024,1917,102,5,902,63778,26781,564,1767,1999,35,0,22,2,0,17,0,0,71,49,70,29,39,108,54,42,90,225,122,1,51,114,108,67,295,750,1762,56,109,181,1462,52,2366
G4802130,2016,TEXAS,Henderson County,80460,948.368,10072,4437,76023,30885,1973,3825,22858,2229,33304,31583,1697,24,31869,45798,25280,13782,34902,36947,2632,2611,191,339,254,412,16,21,582,438,520,595,715,2544,990,256,2128,5441,2758,1277,1952,4028,2123,1398,8258,14787,36416,1137,5563,5669,23650,726,50415
G4802150,2016,TEXAS,Hidalgo County,849389,1582.901,781681,230582,618807,234879,19576,34297,153339,27667,347611,321626,25845,140,249943,38398,16490,261968,362808,384317,3125,1522,3960,4197,729,890,119,73,39234,37375,5468,5572,16301,30880,17935,4861,22578,24813,21912,9595,6803,10033,6977,4685,48790,210943,299003,23010,31343,118809,48642,5986,675952
G4802170,2016,TEXAS,Hill County,35399,985.715,7247,2609,32790,12769,679,1563,9669,858,16124,14899,1225,0,11966,48823,24745,5482,15081,15585,1215,1160,41,79,303,129,38,27,661,481,264,335,400,962,416,173,888,1877,1105,422,685,1575,897,538,3779,6751,15161,737,2141,2547,10108,315,22429
G4802190,2016,TEXAS,Hockley County,23162,908.56,10970,1822,21340,7946,431,1003,6104,408,11161,10373,783,5,6547,48116,23440,3496,10302,10408,381,404,36,38,40,114,0,17,357,473,312,280,375,1068,247,99,654,1184,433,297,267,762,265,115,1522,5293,9498,377,1421,1260,5809,242,15851
G4802210,2016,TEXAS,Hood County,56901,436.836,7026,1433,55468,21969,851,2192,17679,1247,24701,23937,718,46,21471,59049,32727,6027,26556,27755,342,145,205,250,327,208,0,7,236,220,338,312,266,1583,1182,326,949,3937,2919,1341,761,3929,2323,1631,6258,9221,27334,723,3530,4008,21382,872,30639
G4802230,2016,TEXAS,Hopkins County,36240,792.768,6043,2629,33611,13405,654,1529,10341,881,16701,15927,765,9,11456,51877,26267,6019,14761,15517,1119,1430,102,141,28,37,27,15,1345,983,419,316,423,1104,580,173,894,1954,1160,537,698,1459,741,473,3224,6562,16161,600,2132,2510,10707,321,22702
G4802250,2016,TEXAS,Houston County,22955,1236.569,2511,698,22257,8209,862,1293,5221,833,8405,8197,181,27,10550,34297,18080,4872,8321,7409,3222,2487,10,62,59,11,0,0,453,331,367,223,384,773,270,10,644,1416,654,242,916,761,619,262,2926,5628,8483,621,1583,1978,6205,170,14602
G4802270,2016,TEXAS,Howard County,36667,904.201,15394,4464,32203,11036,574,960,8620,882,15665,14563,1066,36,13862,51528,23784,5301,17022,13158,1321,966,171,128,260,177,18,0,1282,997,658,509,610,1740,534,67,1207,2323,847,440,553,1219,430,228,4176,9813,13105,815,1993,1770,6637,316,27944
G4802290,2016,TEXAS,Hudspeth County,4098,4571.35,3212,1510,2588,900,101,123,533,143,1220,1119,101,0,1968,29318,14190,951,1246,1597,65,0,24,50,0,0,0,0,666,379,18,53,125,49,3,3,244,190,93,4,107,71,19,9,337,1010,1502,126,274,324,503,44,3227
G4802310,2016,TEXAS,Hunt County,92152,882.019,14595,6017,86135,32369,1942,4113,24042,2272,42410,40070,2334,6,30019,51928,25077,15615,35928,37251,3438,3890,568,596,421,626,16,27,4162,3597,746,886,1196,3138,1572,593,2273,5918,2889,1646,1548,3252,1692,1214,9105,20461,37533,1994,4810,6396,23910,1248,60598
G4802330,2016,TEXAS,Hutchinson County,21571,894.948,4959,999,20572,7191,522,728,5405,536,9568,8995,573,0,7151,50651,24725,3264,9583,9457,255,239,27,64,203,166,78,44,270,291,381,513,213,888,274,167,594,1529,576,200,355,952,281,121,2401,4615,8255,580,1134,854,7042,259,13416
